Journal Date,Reference Number,Journal Number Prefix,Journal Number Suffix,Notes,Journal Type,Currency,Account,Description,Contact Name,Debit,Credit,Project Name,Status,Exchange Rate
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,Neos S&P 500 High Income ETF (SPYI),Purchase - SPYI - 40.000 @ ~ $52.06,,2082.60,,,published,
2025-09-29,PUR-2025-09-29-10003,MMW-,20001,"2025-09-29 Purchase - JEPI, QYLD, SPYI, TLTW, XYLD",both,USD,Cash - Fidelity Cash Management Account,"Cash for JEPI, QYLD, SPYI, TLTW, XYLD",,,4343.83,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Emerging Markets Multifactor ETF (FDEM),Purchase - FDEM - 0.118 @ ~ $29.81,,3.52,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Emerging Markets Multifactor ETF (FDEM),Purchase - FDEM - 67.000 @ ~ $29.80,,1996.47,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Enhanced Small Cap ETF (FESM),Purchase - FESM - 0.511 @ ~ $36.34,,18.57,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Enhanced Small Cap ETF (FESM),Purchase - FESM - 16.000 @ ~ $36.34,,581.40,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Momentum Factor ETF (FMDE),Purchase - FMDE - 0.797 @ ~ $36.00,,28.69,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Momentum Factor ETF (FMDE),Purchase - FMDE - 27.000 @ ~ $35.97,,971.28,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Enhanced Large Cap Core ETF (FELC),Purchase - FELC - 0.052 @ ~ $37.02,,1.93,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Enhanced Large Cap Core ETF (FELC),Purchase - FELC - 270.000 @ ~ $37.03,,9998.07,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Developed Markets Multifactor ETF (FDEV),Purchase - FDEV - 0.058 @ ~ $32.87,,1.91,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Developed Markets Multifactor ETF (FDEV),Purchase - FDEV - 1.000 @ ~ $32.87,,32.87,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Developed Markets Multifactor ETF (FDEV),Purchase - FDEV - 72.000 @ ~ $32.85,,2365.23,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Nasdaq Composite Index ETF (ONEQ),Purchase - ONEQ - 0.361 @ ~ $88.25,,31.86,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Fidelity Nasdaq Composite Index ETF (ONEQ),Purchase - ONEQ - 45.000 @ ~ $88.18,,3968.10,,,published,
2025-09-29,PUR-2025-09-29-10007,MMW-,20002,"2025-09-29 Purchase - FDEM, FDEV, FELC, FESM, FMDE, ONEQ",both,USD,Cash - Fidelity Cash Management Account,"Cash for FDEM, FDEV, FELC, FESM, FMDE, ONEQ",,,19999.90,,published,
2025-09-29,SAL-2025-09-29-10003,MMW-,30001,"2025-09-29 Sale - Buy Write ETFs - MUST, RYLD",both,USD,Cash - Fidelity Cash Management Account,"Proceeds from Buy Write ETFs - MUST, RYLD",,4341.87,,,published,
2025-09-29,SAL-2025-09-29-10003,MMW-,30001,"2025-09-29 Sale - Buy Write ETFs - MUST, RYLD",both,USD,Income - Equity Securities Baskets - Buy Write ETFs,Realized Loss - MUST,,2.33,,,published,
2025-09-29,SAL-2025-09-29-10003,MMW-,30001,"2025-09-29 Sale - Buy Write ETFs - MUST, RYLD",both,USD,Income - Equity Securities Baskets - Buy Write ETFs,Realized Loss - RYLD,,345.56,,,published,
2025-09-29,SAL-2025-09-29-10003,MMW-,30001,"2025-09-29 Sale - Buy Write ETFs - MUST, RYLD",both,USD,Columbia Multi-Sector Municipal Income ETF (MUST),Sale - MUST - 49.830 @ ~ $20.44,,,1020.98,,published,
2025-09-29,SAL-2025-09-29-10003,MMW-,30001,"2025-09-29 Sale - Buy Write ETFs - MUST, RYLD",both,USD,Global X Russell 2000 Covered Call ETF (RYLD),Sale - RYLD - 221.842 @ ~ $14.98,,,3668.78,,published,
2025-09-30,UNR-2025-09-30-10001,MMW-,40001,2025-09-30 Mark-to-Market - Water Investments,both,USD,Trading Securities - Water Basket - FMV Adjustment,FMV Adjustment - Water Investments,,5.44,,,published,
2025-09-30,UNR-2025-09-30-10001,MMW-,40001,2025-09-30 Mark-to-Market - Water Investments,both,USD,Unrealized Gain - Equity Baskets - Water Investments,Unrealized Gain - Water Investments,,,5.44,,published,
2025-09-30,UNR-2025-09-30-10003,MMW-,40002,2025-09-30 Mark-to-Market - Buy Write ETFs,both,USD,Trading Securities - Buy-Write ETFs - FMV Adjustment,FMV Adjustment - Buy Write ETFs,,271.62,,,published,
2025-09-30,UNR-2025-09-30-10003,MMW-,40002,2025-09-30 Mark-to-Market - Buy Write ETFs,both,USD,Unrealized Gain - Equity Baskets - Buy Write ETFs,Unrealized Gain - Buy Write ETFs,,,271.62,,published,
2025-09-30,UNR-2025-09-30-10004,MMW-,40003,2025-09-30 Mark-to-Market - Balanced ETFs,both,USD,Trading Securities - Balanced ETFs - FMV Adjustment,FMV Adjustment - Balanced ETFs,,157.22,,,published,
2025-09-30,UNR-2025-09-30-10004,MMW-,40003,2025-09-30 Mark-to-Market - Balanced ETFs,both,USD,Unrealized Gain - Equity Baskets - Balanced ETFs,Unrealized Gain - Balanced ETFs,,,157.22,,published,
2025-09-30,UNR-2025-09-30-10005,MMW-,40004,2025-09-30 Mark-to-Market - Holding Companies,both,USD,Unrealized Gain - Equity Baskets - Holding Companies,Unrealized Loss - Holding Companies,,117.03,,,published,
2025-09-30,UNR-2025-09-30-10005,MMW-,40004,2025-09-30 Mark-to-Market - Holding Companies,both,USD,Trading Securities - Holding Companies - FMV Adjustment,FMV Adjustment - Holding Companies,,,117.03,,published,
